	ref	Regest Text	reg Name	Sex	Titles	Titles norm	Titles ref	Titles ref norm	Professions	Professions norm	staff	staff norm	off	off norm	fn role	Events ref	regest	regest date	from	to	dead	earliest possible death	year	fromyear	toyear
744	pe__johann_perman_QGW_II_I_1602	Hanns Perman, purger ze Wienn	Johann Perman	m	 	 	 	 	 	 	 	 	 	 	other	#ev__QGW_II_I_1602	1602	1404-10-29			False	 	1404		
745	pe__johann_siedendorfer_QGW_II_I_1600	Hannsen dem Siedendorfer, dem kursner	Johann Siedendorfer	m	 	 	 	 	kursner	Kuerschner	 	 	 	 	other	#ev__QGW_II_I_1602	1602	1404-10-29			False	 	1404		
746	pe__johann_perman_QGW_II_I_1602	Kläger	Johann Perman	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1602	1602	1404-10-29			False	 	1404		
747	pe__peter_angerfelder	Aussteller	Peter Angerfelder Angerfelder	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1602	1602	1404-10-29			False	 	1404		
748	pe__martin_hausleitter	Mert der Hausleitter, des aussern rats der stat ze Wienn	Martin Hausleitter	m	 	 	 	 	 	 	 	 	aussern rats der stat	Ratsherr_aeusserer	issuer	#ev__QGW_II_I_1603	1603	1404-11-04			False	 	1404		
749	pe__katharina_QGW_II_I_1603	Kathrei, seine Hausfrau	Katharina Hausleitter	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1603	1603	1404-11-04			False	 	1404		
750	pe__konrad_vorlauf	Bürgermeisters hern Chunraten des Vorlauffs	Konrad Vorlauf Vorlauf	m	hern	Herr	 	 	 	 	 	 	Bürgermeisters	Buergermeister	other	#ev__QGW_II_I_1603	1603	1404-11-04			False	 	1404		
751	pe__eisal_QGW_II_I_1603	fraun Eisaln, witib Seifrids witib des Fuchsleins	Eisal Füchsel	f	fraun	Frau	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1603	1603	1404-11-04			False	 	1404		
752	pe__siegfried_fuechsel	Seifrids witib des Fuchsleins	Siegfried Füchsel	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1603	1603	1404-11-04			True	[datetime.date(1404, 11, 4)]	1404		
753	pe__martin_hausleitter	Ausstellers	Martin Hausleitter	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1603	1603	1404-11-04			False	 	1404		
754	pe__herbert_viedeler_QGW_II_I_1604	Herwort der Viedeler, burger ze Augspurg	Herbert Viedeler	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1604	1604	1404-11-06			False	 	1404		
755	pe__oswald_ingelsteter_QGW_II_I_1604	hern Oswald dem Ingelstetter	Oswald Ingelsteter	m	hern	Herr	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1604	1604	1404-11-06			False	 	1404		
756	pe__herbert_viedeler_QGW_II_I_1604	Ausstellers	Herbert Viedeler	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1604	1604	1404-11-06			False	 	1404		
757	pe__johann_teschinger_QGW_II_I_1604	Hannsen des Teschinger, vogt	Johann Teschinger	m	 	 	 	 	 	 	 	 	vogt	Vogt	witness	#ev__QGW_II_I_1604	1604	1404-11-06			False	 	1404		
758	pe__konrad_oeffenlin_QGW_II_I_1604	Chunrats des Öffenlins, burger zu Augspurg	Konrad Öffenlin	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1604	1604	1404-11-06			False	 	1404		
759	pe__wilhelm_herzog_von_oesterreich	Herzog Wilhalm	Herzog Wilhelm	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1605	1605	1404-11-27			False	 	1404		
760	pe__slanan_qgw_II_I_1605	Jüdin Slanan, wittiben Eisaks wittiben von Brünn	Isaak von Brünn	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1605	1605	1404-11-27			False	 	1404		
761	pe__isaak_der_jud_von_bruenn_qgw_II_I_1605	Eisaks wittiben von Brünn	Isaak Eisak der Jud von Brünn	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1605	1605	1404-11-27			True	[datetime.date(1404, 11, 27)]	1404		
762	pe__salomon_der_jud_QGW_II_I_1606	Salman, der Jud, sun maister Mairs sun, des Juden ze Wienn	Niklas Hauser der Kürschner	m	maister	Meister	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1606	1606	1404-12-11			False	 	1404		
763	pe__mair_der_jud_QGW_II_I_1535	maister Mairs sun, des Juden ze Wienn	Mair der Jud	m	maister	Meister	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1606	1606	1404-12-11			False	 	1404		
764	pe__paul_wuerfel	Bürgermeisters hern Pauln des Würffels	Paul Würfel Würfel	m	hern	Herr	 	 	 	 	 	 	Bürgermeisters	Buergermeister	other	#ev__QGW_II_I_1606	1606	1404-12-11			False	 	1404		
765	pe__niklas_hauser_der_kursner_QGW_II_I_1606	Wiener Bürger Niklasen dem Hauser, dem ku/ersner	Niklas Hauser der Kürschner	m	 	 	 	 	ku/ersner	 	 	 	 	 	recipient	#ev__QGW_II_I_1606	1606	1404-12-11			False	 	1404		
766	pe__georg_von_nikolsburg	hern Jörgen von Nicolspurgkch, des aussern rats der stat zu Wienn	Georg von Nikolsburg	m	hern	Herr	 	 	 	 	 	 	aussern rats der stat	Ratsherr_aeusserer	witness	#ev__QGW_II_I_1606	1606	1404-12-11			False	 	1404		
767	pe__peter_QGW_II_I_1554	Peter der Hofmaister, cantor dacz sand Steffan ze Wienn und kaplan auf sand Dorethen altar daselbs der ewigen messe, die in der Schu/eler zeche gehöret	Peter der Hofmeister	m	 	 	 	 	 	 	 	 	cantor; kaplan	Kantor; Kaplan	issuer	#ev__QGW_II_I_1607_a	1607	1404-12-13			False	 	1404		
768	pe__jakob_von_tulln_QGW_II_I_1607	Jacoben von Tulln	Jakob von Tulln	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1607_a	1607	1404-12-13			False	 	1404		
769	pe__peter_QGW_II_I_1554	er	Peter der Hofmeister	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1607_b	1607	1404-12-13			False	 	1404		
770	pe__johann_von_graz_QGW_II_I_1607	Hansen von Grecz, des hantschu/echster	Johann von Graz der Handschuster	m	 	 	 	 	hantschu/echster	 	 	 	 	 	recipient	#ev__QGW_II_I_1607_b	1607	1404-12-13			False	 	1404		
771	pe__gertrude_QGW_II_I_1607	Gedrauten, seiner hausfraun	Gertude von Graz	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1607_b	1607	1404-12-13			False	 	1404		
772	pe__georg_von_nikolsburg	hern Jörgen von Nicolspurg, des aussern rats der stat zu Wienn	Georg von Nikolsburg	m	hern	Herr	 	 	 	 	 	 	rats der stat	Ratsherr	witness	#ev__QGW_II_I_1607_a	1607	1404-12-13			False	 	1404		
773	pe__leopold_sigharczhofer	Leutolts des Sigharczhofer, purger daselbs	Leopold Sigharczhofer	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1607_a	1607	1404-12-13			False	 	1404		
774	pe__niklas_rot	Niklas der Rot, curherr dacz sand Stephan ze Wienn und pharrer dacz sand Paul ze Erdpurkch bei Wienn	Niklas Rot	m	 	 	 	 	 	 	 	 	curherr; pharrer	Kanoniker; Pfarrer	issuer	#ev__QGW_II_I_1608	1608	1404-12-15			False	 	1404		
775	pe__margarethe_QGW_II_I_1608	Margret, witib Niklas witib des Cheser daselbs	Margarethe Chaeser	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1608	1608	1404-12-15			False	 	1404		
776	pe__niklas_chaeser	Niklas witib des Cheser daselbs	Niklas Chaeser der Cheser zu Erdberg	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1608	1608	1404-12-15			True	[datetime.date(1404, 12, 15)]	1404		
777	pe__christian_tatler	Wiener Bürger Christann dem Tatler	Christian Tatler	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1608	1608	1404-12-15			False	 	1404		
778	pe__agnes_QGW_II_I_1608	Hausfrau Agnesen	Agnes Tatler	f	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1608	1608	1404-12-15			False	 	1404		
779	pe__paul_geir	Pauln des Geyr, des rats der stat ze Wienn	Paul Geir Geir	m	 	 	 	 	 	 	 	 	rats der stat	Ratsherr	witness	#ev__QGW_II_I_1608	1608	1404-12-15			False	 	1404		
780	pe__friedrich_perolt_QGW_II_I_1609	Fridreich Perolt, genant Fricz Paternostrer, purger ze Wienn	Friedrich Perolt Paternosterer	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
781	pe__katharina_QGW_II_I_1609	Kathrei, wittib Fridreichs, des tischer wittib den man genant hat Fricz Tischer anstatt anstatt	Katharina	f	 	 	 	 	tischer	Tischler	 	 	 	 	issuer	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
782	pe__friedrich_der_tischler_QGW_II_I_1609	Fridreichs, des tischer wittib den man genant hat Fricz Tischer	Friedrich der Tischler	m	 	 	 	 	tischer	Tischler	 	 	 	 	issuer	#ev__QGW_II_I_1609	1609	1404-12-16			True	[datetime.date(1404, 12, 16)]	1404		
783	pe__elisabeth_QGW_II_I_1609	Els, dessen Schwester und wittib Stephans des Fraunschuechleins witib , anstatt anstatt	Elisabeth Fraunschuechl	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
784	pe__stephan_fraunschuechl_QGW_II_I_1609	Stephans des Fraunschuechleins witib	Stephan Fraunschuechl	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1609	1609	1404-12-16			True	[datetime.date(1404, 12, 16)]	1404		
785	pe__christine_QGW_II_I_1609	unmündigen Töchter des Tischlers Christein	Christine	f	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
786	pe__anna_QGW_II_I_1609	unmündigen Töchter Annen	Anna	f	 	 	 	 	 	 	 	 	 	 	None	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
787	pe__friedrich_perolt_QGW_II_I_1609	Fridreich der Perolt	Friedrich Perolt Paternosterer	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
788	pe__martin_hausleitter	Merten den Hausleitter, des rats der stat ze Wienn	Martin Hausleitter	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
789	pe__konrad_wolkersdorfer_QGW_II_I_1519	Chunraten den Volkchersdorfer, purger daselbens	Konrad Wolkersdorfer	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
790	pe__jakob_guens_ii	Wiener Bürger Jacoben den Günser	Jakob Güns II	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
791	pe__simon_der_zinngiesser_QGW_II_I_1609	Simon, den zingiesser Bürger	Simon der Zinngiesser	m	 	 	 	 	zingiesser	Zinngiesser	 	 	 	 	recipient	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
792	pe__paul_wuerfel	hern Pauln des Würffels, purgermaister der stat ze Wienn	Paul Würfel Würfel	m	hern	Herr	 	 	 	 	 	 	purgermaister	Buergermeister	witness	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
793	pe__michael_wuerfel_QGW_II_I_1609	Micheln des Würffels, purger daselbens	Michael Würfel	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1609	1609	1404-12-16			False	 	1404		
794	pe__katharina_QGW_II_I_1610	Kathrei, Chunrats des Schenkchen hausfrau	Katharina Schenk	f	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1610	1610	1404-12-19			False	 	1404		
795	pe__konrad_schenk_QGW_II_I_1610	Chunrats des Schenkchen	Konrad Schenk	m	 	 	 	 	 	 	 	 	 	 	issuer	#ev__QGW_II_I_1610	1610	1404-12-19			False	 	1404		
796	pe__konrad_schenk_QGW_II_I_1610	Wirthe	Konrad Schenk	m	 	 	 	 	 	 	 	 	 	 	recipient	#ev__QGW_II_I_1610	1610	1404-12-19			False	 	1404		
797	pe__peter_raidl_QGW_II_I_1610	Petreins des Raidleins, panrichter ze Medling	Peter Raidl	m	 	 	 	 	 	 	 	 	 	 	witness	#ev__QGW_II_I_1610	1610	1404-12-19			False	 	1404		
